StationId,Datetime,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
DL035,2020-06-24 21:00:00,69.0,38.0,84.0,5.12,15.45,12.38,47.9,1.05,14.35,32.65
DL035,2020-06-24 22:00:00,68.0,45.0,80.0,6.95,16.98,14.72,49.68,1.2,17.67,19.75
DL035,2020-06-24 23:00:00,69.0,96.0,146.0,6.03,17.68,14.35,49.85,1.17,18.05,12.57
DL035,2020-06-25 00:00:00,69.0,81.0,127.0,6.47,20.38,16.1,46.65,0.98,16.92,10.75
DL035,2020-06-25 01:00:00,70.0,51.0,89.0,6.23,15.48,13.3,45.62,0.75,10.2,9.53
DL035,2020-06-25 02:00:00,71.0,52.0,77.0,5.85,15.65,13.12,48.02,0.7,8.65,5.0
DL035,2020-06-25 03:00:00,72.0,41.0,63.0,4.5,15.0,11.6,56.1,0.7,6.4,5.3
DL035,2020-06-25 04:00:00,73.0,44.0,62.0,18.57,18.7,25.1,46.92,0.78,6.45,1.1
DL035,2020-06-25 05:00:00,75.0,50.0,90.0,12.9,19.15,20.7,43.88,0.75,6.97,1.57
DL035,2020-06-25 06:00:00,76.0,44.0,68.0,16.07,19.12,23.27,42.2,0.8,7.22,1.18
DL035,2020-06-25 07:00:00,77.0,42.0,66.0,12.0,18.02,19.38,46.28,0.85,9.22,2.73
DL035,2020-06-25 08:00:00,77.0,61.0,80.0,10.62,14.25,16.25,44.7,0.75,10.75,3.93
DL035,2020-06-25 09:00:00,77.0,41.0,73.0,8.18,13.0,13.6,45.75,0.65,11.2,13.33
DL035,2020-06-25 10:00:00,76.0,38.0,64.0,7.1,12.65,12.53,49.28,0.65,11.95,31.47
DL035,2020-06-25 11:00:00,75.0,36.0,58.0,5.05,11.52,10.25,52.45,0.62,11.55,58.1
DL035,2020-06-25 12:00:00,75.0,34.0,56.0,3.58,10.33,8.42,56.67,0.6,10.82,75.05
DL035,2020-06-25 13:00:00,75.0,29.0,68.0,5.1,7.98,8.42,57.65,0.5,10.07,68.28
DL035,2020-06-25 14:00:00,75.0,28.0,59.0,4.12,9.62,8.5,56.17,0.5,10.12,69.82
DL035,2020-06-25 15:00:00,75.0,27.0,48.0,3.55,9.4,7.88,55.83,0.47,10.17,63.52
DL035,2020-06-25 16:00:00,85.0,40.0,331.0,3.77,12.97,10.0,50.88,0.53,9.75,44.3
DL035,2020-06-25 17:00:00,84.0,17.0,22.0,7.45,13.43,13.25,48.38,0.7,11.45,74.3
DL035,2020-06-25 18:00:00,84.0,35.0,59.0,4.72,11.15,9.8,45.23,0.65,12.1,62.0
DL035,2020-06-25 19:00:00,83.0,31.0,55.0,4.28,8.75,8.12,44.02,0.6,10.45,51.72
DL035,2020-06-25 20:00:00,82.0,38.0,51.0,5.07,11.53,10.3,42.83,0.72,9.18,37.6
DL035,2020-06-25 21:00:00,81.0,39.0,63.0,4.3,13.23,10.53,42.15,0.75,8.97,39.12
DL035,2020-06-25 22:00:00,81.0,45.0,70.0,5.38,12.93,11.25,43.92,0.83,9.92,30.53
DL035,2020-06-25 23:00:00,78.0,42.0,63.0,7.98,21.6,18.0,42.8,1.23,10.2,5.38
DL035,2020-06-26 00:00:00,75.0,41.0,75.0,5.78,21.0,15.9,44.8,1.2,10.4,6.15
DL035,2020-06-26 01:00:00,74.0,46.0,62.0,7.9,16.75,15.38,46.58,0.95,9.02,7.72
DL035,2020-06-26 02:00:00,75.0,67.0,105.0,6.47,13.38,12.4,57.35,1.0,13.53,15.4
DL035,2020-06-26 03:00:00,78.0,108.0,127.0,4.8,11.4,10.0,72.5,0.8,18.6,15.48
DL035,2020-06-26 04:00:00,81.0,106.0,128.0,6.1,14.43,12.65,60.4,0.83,14.38,7.4
DL035,2020-06-26 05:00:00,83.0,106.0,136.0,7.0,15.77,14.1,57.02,0.97,16.6,9.45
DL035,2020-06-26 06:00:00,88.0,172.0,193.0,12.45,14.03,17.62,55.23,1.05,14.95,13.18
DL035,2020-06-26 07:00:00,96.0,149.0,164.0,17.12,17.73,23.4,51.45,1.08,13.8,10.5
DL035,2020-06-26 08:00:00,97.0,80.0,130.0,9.77,15.7,16.3,46.7,0.9,14.4,2.85
DL035,2020-06-26 09:00:00,99.0,72.0,99.0,7.5,17.17,15.23,48.28,0.9,12.5,11.93
DL035,2020-06-26 10:00:00,102.0,64.0,95.0,5.78,14.32,12.3,51.67,0.9,13.28,44.17
DL035,2020-06-26 11:00:00,132.0,251.0,254.0,6.83,29.25,21.12,52.0,0.8,10.93,76.88
DL035,2020-06-26 12:00:00,135.0,61.0,103.0,4.3,21.35,14.9,2.4,0.6,11.27,52.75
DL035,2020-06-26 13:00:00,137.0,39.0,157.0,4.92,11.3,10.0,,0.5,8.77,44.98
DL035,2020-06-26 14:00:00,137.0,30.0,97.0,3.75,9.5,8.1,,0.5,8.8,65.4
DL035,2020-06-26 15:00:00,139.0,41.0,91.0,4.05,7.8,7.45,,0.4,7.53,70.57
DL035,2020-06-26 16:00:00,136.0,19.0,64.0,3.9,7.8,7.38,,0.4,7.05,72.17
DL035,2020-06-26 17:00:00,136.0,18.0,66.0,4.38,7.38,7.53,,0.43,6.6,74.05
DL035,2020-06-26 18:00:00,134.0,23.0,64.0,4.03,12.48,9.95,,0.5,7.22,62.93
DL035,2020-06-26 19:00:00,134.0,27.0,88.0,5.47,11.9,10.8,64.9,0.55,8.25,55.2
DL035,2020-06-26 20:00:00,133.0,29.0,107.0,3.27,14.73,10.5,60.07,0.65,9.05,42.8
DL035,2020-06-26 21:00:00,132.0,31.0,107.0,5.17,15.18,12.3,54.95,0.75,12.18,30.73
DL035,2020-06-26 22:00:00,130.0,35.0,111.0,5.58,18.45,14.37,51.3,0.9,14.43,15.62
DL035,2020-06-26 23:00:00,130.0,38.0,119.0,4.42,16.98,12.62,50.62,0.82,11.45,10.28
DL035,2020-06-27 00:00:00,128.0,33.0,113.0,5.1,15.2,12.28,51.17,0.65,12.65,17.3
DL035,2020-06-27 01:00:00,126.0,31.0,94.0,6.15,16.82,13.97,50.25,0.45,13.0,8.45
DL035,2020-06-27 02:00:00,122.0,35.0,102.0,6.5,15.57,13.57,51.78,0.45,13.17,11.4
DL035,2020-06-27 03:00:00,111.0,31.0,94.0,,12.9,6.5,60.1,0.4,12.2,10.18
DL035,2020-06-27 04:00:00,109.0,39.0,79.0,6.9,16.53,14.38,53.3,0.4,11.15,6.3
DL035,2020-06-27 05:00:00,108.0,35.0,80.0,12.12,14.72,17.73,47.6,0.45,11.38,
DL035,2020-06-27 06:00:00,104.0,28.0,81.0,9.6,17.4,17.1,47.85,0.5,11.07,3.2
DL035,2020-06-27 07:00:00,102.0,29.0,73.0,11.75,17.8,19.02,47.2,0.57,10.07,2.73
DL035,2020-06-27 08:00:00,101.0,24.0,84.0,11.22,15.82,17.57,44.82,0.55,8.93,11.18
DL035,2020-06-27 09:00:00,100.0,22.0,78.0,6.75,12.38,12.12,42.98,0.5,8.88,22.45
DL035,2020-06-27 10:00:00,99.0,29.0,74.0,4.95,12.38,10.62,42.28,0.5,9.1,23.57
DL035,2020-06-27 11:00:00,92.0,31.0,86.0,6.15,9.62,10.15,44.55,0.45,8.05,29.7
DL035,2020-06-27 12:00:00,92.0,25.0,111.0,5.22,9.98,9.55,47.25,0.47,7.88,42.38
DL035,2020-06-27 13:00:00,92.0,33.0,138.0,4.27,7.75,7.6,48.78,0.32,8.77,45.3
DL035,2020-06-27 14:00:00,95.0,29.0,177.0,4.03,7.88,7.42,51.4,0.3,8.6,44.97
DL035,2020-06-27 15:00:00,99.0,31.0,185.0,3.45,7.65,6.9,52.1,0.3,7.73,49.6
DL035,2020-06-27 16:00:00,103.0,30.0,194.0,3.88,8.93,7.92,50.97,0.3,7.5,55.6
DL035,2020-06-27 17:00:00,107.0,33.0,211.0,5.1,10.2,9.58,48.23,0.32,8.2,53.2
DL035,2020-06-27 18:00:00,114.0,45.0,311.0,6.25,12.3,11.65,46.45,0.45,8.32,42.28
DL035,2020-06-27 19:00:00,119.0,47.0,269.0,4.5,15.98,12.18,43.98,0.53,8.43,39.03
DL035,2020-06-27 20:00:00,123.0,48.0,252.0,4.92,21.6,15.5,42.55,0.78,8.35,15.03
DL035,2020-06-27 21:00:00,127.0,50.0,273.0,8.15,26.88,20.95,43.15,1.1,8.9,0.7
DL035,2020-06-27 22:00:00,132.0,58.0,266.0,11.62,24.52,22.52,41.58,1.18,10.85,
DL035,2020-06-27 23:00:00,135.0,61.0,229.0,18.53,22.27,26.98,40.75,1.42,11.62,
DL035,2020-06-28 00:00:00,138.0,57.0,244.0,27.25,22.07,33.92,41.47,1.75,11.78,
DL035,2020-06-28 01:00:00,145.0,145.0,327.0,25.0,19.9,30.95,40.75,1.58,9.8,
DL035,2020-06-28 02:00:00,153.0,248.0,409.0,29.68,16.42,32.95,42.48,1.07,8.43,
DL035,2020-06-28 03:00:00,160.0,124.0,315.0,33.2,16.5,35.8,48.1,0.9,7.2,
DL035,2020-06-28 04:00:00,166.0,69.0,295.0,31.93,17.3,35.28,45.5,0.85,7.57,0.55
DL035,2020-06-28 05:00:00,172.0,64.0,295.0,36.15,17.5,38.8,42.38,0.8,7.92,1.07
DL035,2020-06-28 06:00:00,177.0,64.0,279.0,42.42,17.3,43.78,39.75,0.93,7.05,1.45
DL035,2020-06-28 07:00:00,183.0,61.0,301.0,33.92,17.05,36.73,39.8,0.77,8.03,2.4
DL035,2020-06-28 08:00:00,188.0,52.0,262.0,17.67,9.93,19.68,38.15,0.4,8.93,11.3
DL035,2020-06-28 09:00:00,189.0,20.0,111.0,16.0,10.03,18.4,40.33,0.4,8.43,17.55
DL035,2020-06-28 10:00:00,191.0,22.0,130.0,10.22,11.33,14.4,40.48,0.4,8.18,25.83
DL035,2020-06-28 11:00:00,194.0,30.0,208.0,8.3,10.25,12.2,39.95,0.3,6.67,35.95
DL035,2020-06-28 12:00:00,198.0,35.0,259.0,5.15,10.05,9.55,38.6,0.3,6.12,39.5
DL035,2020-06-28 13:00:00,202.0,31.0,241.0,4.23,8.72,8.07,36.92,0.3,6.38,42.9
DL035,2020-06-28 14:00:00,206.0,29.0,280.0,5.03,8.25,8.47,36.5,0.3,6.4,46.97
DL035,2020-06-28 15:00:00,211.0,39.0,296.0,5.55,8.15,8.85,36.65,0.3,6.03,48.25
DL035,2020-06-28 16:00:00,219.0,48.0,388.0,4.55,9.75,8.9,37.27,0.3,5.32,49.27
DL035,2020-06-28 17:00:00,226.0,50.0,385.0,5.22,9.73,9.47,37.77,0.3,6.0,48.88
DL035,2020-06-28 18:00:00,230.0,53.0,407.0,5.38,9.32,9.35,38.25,0.3,6.57,44.15
DL035,2020-06-28 19:00:00,236.0,58.0,403.0,3.6,11.15,8.85,37.83,0.38,6.38,41.65
DL035,2020-06-28 20:00:00,245.0,73.0,478.0,5.48,10.75,10.2,38.03,0.47,6.27,39.6
DL035,2020-06-28 21:00:00,250.0,63.0,399.0,4.82,12.78,10.7,38.25,0.65,7.3,27.3
DL035,2020-06-28 22:00:00,254.0,72.0,364.0,4.6,14.43,11.42,38.12,0.75,8.17,22.6
DL035,2020-06-28 23:00:00,260.0,74.0,376.0,12.62,22.2,22.12,35.3,1.32,7.5,4.3
DL035,2020-06-29 00:00:00,266.0,85.0,373.0,12.82,20.15,21.2,36.78,1.33,7.12,2.67
DL035,2020-06-29 01:00:00,265.0,68.0,313.0,7.65,16.62,15.07,36.42,0.8,9.27,9.2
DL035,2020-06-29 02:00:00,259.0,58.0,255.0,7.78,19.5,16.68,38.3,0.8,10.45,3.2
DL035,2020-06-29 03:00:00,257.0,75.0,280.0,11.1,13.9,16.5,49.9,0.8,13.2,2.42
DL035,2020-06-29 04:00:00,256.0,85.0,255.0,8.88,15.9,15.7,43.38,0.83,14.55,1.45
DL035,2020-06-29 05:00:00,255.0,88.0,285.0,11.6,17.4,18.73,39.75,0.8,20.23,3.62
DL035,2020-06-29 06:00:00,255.0,85.0,269.0,7.95,12.72,13.22,40.43,0.55,24.8,6.05
DL035,2020-06-29 07:00:00,249.0,48.0,167.0,9.15,12.53,14.12,46.48,0.53,16.98,6.65
DL035,2020-06-29 08:00:00,244.0,39.0,127.0,13.3,15.0,18.83,47.08,0.57,16.05,5.75
DL035,2020-06-29 09:00:00,244.0,33.0,130.0,7.22,11.23,11.85,45.72,0.45,11.07,17.93
DL035,2020-06-29 10:00:00,243.0,20.0,100.0,4.72,9.28,8.77,43.12,0.38,9.78,26.25
DL035,2020-06-29 11:00:00,239.0,14.0,110.0,6.45,7.9,9.45,40.7,0.32,9.57,33.55
DL035,2020-06-29 12:00:00,234.0,19.0,146.0,4.6,8.12,8.1,38.3,0.3,8.8,38.12
DL035,2020-06-29 13:00:00,234.0,30.0,219.0,2.9,7.6,6.43,38.1,0.42,10.4,62.85
DL035,2020-06-29 14:00:00,231.0,53.0,213.0,6.2,7.7,9.12,37.33,0.5,12.3,78.15
DL035,2020-06-29 15:00:00,225.0,42.0,160.0,3.45,6.83,6.48,34.85,0.43,12.18,86.85
DL035,2020-06-29 16:00:00,216.0,42.0,169.0,3.1,8.1,6.82,34.23,0.45,12.52,87.28
DL035,2020-06-29 17:00:00,207.0,48.0,173.0,4.3,8.38,7.98,34.5,0.5,12.65,78.3
DL035,2020-06-29 18:00:00,198.0,50.0,166.0,4.85,5.95,7.1,34.65,0.4,11.22,75.97
DL035,2020-06-29 19:00:00,208.0,73.0,668.0,4.8,10.85,9.68,41.03,0.45,9.18,63.5
DL035,2020-06-29 20:00:00,195.0,23.0,116.0,5.22,17.43,13.5,45.0,0.62,8.1,43.25
DL035,2020-06-29 21:00:00,186.0,24.0,66.0,6.12,25.77,18.68,44.15,0.9,8.15,15.33
DL035,2020-06-29 22:00:00,178.0,25.0,73.0,6.2,22.07,16.85,47.3,0.95,15.0,19.85
DL035,2020-06-29 23:00:00,172.0,68.0,158.0,6.67,19.85,16.0,45.1,0.7,10.65,19.3
DL035,2020-06-30 00:00:00,163.0,29.0,55.0,5.75,16.35,13.38,45.67,0.68,9.88,29.43
DL035,2020-06-30 01:00:00,157.0,42.0,95.0,5.17,8.8,8.9,42.52,0.5,10.57,40.18
DL035,2020-06-30 02:00:00,153.0,45.0,92.0,4.1,9.45,8.4,42.02,0.5,10.88,31.5
DL035,2020-06-30 03:00:00,147.0,39.0,73.0,3.5,7.5,6.8,43.1,0.5,12.3,29.62
DL035,2020-06-30 04:00:00,141.0,39.0,62.0,4.12,8.72,8.03,40.12,0.5,12.7,28.02
DL035,2020-06-30 05:00:00,135.0,36.0,61.0,4.4,6.5,7.05,38.78,0.5,11.43,31.17
DL035,2020-06-30 06:00:00,129.0,38.0,53.0,4.38,10.07,8.95,37.5,0.5,10.28,30.27
DL035,2020-06-30 07:00:00,126.0,36.0,52.0,4.88,9.57,9.08,37.62,0.5,8.93,26.62
DL035,2020-06-30 08:00:00,124.0,31.0,52.0,4.9,10.53,9.62,38.53,0.55,8.38,25.25
DL035,2020-06-30 09:00:00,122.0,36.0,66.0,4.58,10.68,9.43,39.48,0.7,8.15,28.73
DL035,2020-06-30 10:00:00,122.0,52.0,89.0,3.45,10.77,8.53,39.7,0.7,8.48,41.9
DL035,2020-06-30 11:00:00,121.0,42.0,88.0,3.58,10.0,8.22,40.77,0.67,8.5,61.4
DL035,2020-06-30 12:00:00,120.0,44.0,90.0,4.2,11.18,9.4,43.6,0.65,8.45,83.45
DL035,2020-06-30 13:00:00,116.0,47.0,101.0,3.42,11.88,9.12,48.03,0.62,9.42,99.72
DL035,2020-06-30 14:00:00,113.0,52.0,108.0,4.17,10.75,9.15,48.35,0.6,10.28,103.23
DL035,2020-06-30 15:00:00,114.0,56.0,123.0,2.05,8.55,5.83,47.23,0.6,11.47,109.53
DL035,2020-06-30 16:00:00,114.0,50.0,116.0,3.75,10.25,8.53,45.48,0.57,10.97,103.47
DL035,2020-06-30 17:00:00,114.0,46.0,124.0,4.2,10.28,8.93,43.9,0.57,10.23,102.35
DL035,2020-06-30 18:00:00,114.0,48.0,133.0,3.45,11.5,8.93,43.27,0.57,11.12,97.58
DL035,2020-06-30 19:00:00,114.0,46.0,143.0,3.55,12.72,9.65,44.1,0.72,16.52,84.6
DL035,2020-06-30 20:00:00,114.0,47.0,151.0,4.3,15.08,11.55,46.68,0.9,23.57,67.22
DL035,2020-06-30 21:00:00,114.0,55.0,151.0,3.72,16.45,11.82,48.38,0.97,16.52,62.0
DL035,2020-06-30 22:00:00,114.0,55.0,150.0,6.57,12.07,11.75,47.75,0.9,14.75,61.05
DL035,2020-06-30 23:00:00,105.0,55.0,145.0,4.58,15.25,11.88,45.45,0.85,14.62,51.65
DL035,2020-07-01 00:00:00,103.0,52.0,138.0,5.42,12.82,11.25,45.23,0.85,14.65,40.43
DL036,2020-06-21 17:00:00,64.0,44.0,73.5,0.7,11.3,6.6,32.98,0.85,7.0,61.97
DL036,2020-06-21 18:00:00,62.0,43.25,74.25,0.8,13.8,8.02,34.62,1.02,5.67,59.93
DL036,2020-06-21 19:00:00,70.0,40.25,73.25,0.9,20.77,11.78,31.5,1.4,3.7,16.18
DL036,2020-06-21 20:00:00,76.0,39.0,76.25,0.93,26.77,14.97,29.98,1.52,3.75,26.05
DL036,2020-06-21 21:00:00,76.0,41.75,73.5,0.88,26.6,14.85,28.72,1.07,4.28,20.5
DL036,2020-06-21 22:00:00,76.0,41.0,73.75,0.68,18.33,10.27,28.02,1.45,4.75,28.77
DL036,2020-06-21 23:00:00,76.0,40.75,74.0,0.62,13.85,7.9,30.27,1.45,4.68,27.72
DL036,2020-06-22 00:00:00,76.0,40.25,58.75,0.5,14.05,7.88,35.48,1.42,6.75,33.98
DL036,2020-06-22 01:00:00,76.0,43.25,58.75,0.57,12.6,7.15,36.85,0.95,6.97,36.0
DL036,2020-06-22 02:00:00,76.0,51.5,62.25,0.55,14.88,8.35,38.67,0.82,6.78,19.27
DL036,2020-06-22 03:00:00,76.0,56.25,66.75,0.62,18.55,10.35,35.25,0.62,5.53,2.45
DL036,2020-06-22 04:00:00,72.0,59.5,69.75,0.9,15.55,9.03,32.15,0.38,5.55,7.17
DL036,2020-06-22 05:00:00,72.0,65.5,79.0,0.97,14.7,8.6,30.32,0.3,5.95,9.53
DL036,2020-06-22 06:00:00,72.0,60.5,93.5,1.02,13.57,8.05,29.05,0.47,6.95,12.18
DL036,2020-06-22 07:00:00,71.0,49.75,64.0,0.4,9.4,5.28,29.98,0.28,6.98,35.65
DL036,2020-06-22 08:00:00,70.0,20.75,31.5,1.35,17.45,10.4,36.25,0.35,6.85,14.82
DL036,2020-06-22 09:00:00,70.0,18.25,26.25,2.75,21.2,13.52,36.92,0.35,6.43,12.4
DL036,2020-06-22 10:00:00,70.0,23.25,34.5,2.73,18.02,11.83,35.52,0.25,6.15,23.5
DL036,2020-06-22 11:00:00,70.0,26.25,37.5,1.18,10.75,6.7,30.07,0.6,6.57,50.55
DL036,2020-06-22 12:00:00,69.0,23.0,32.5,1.0,10.32,6.28,29.62,0.35,7.6,63.75
DL036,2020-06-22 13:00:00,68.0,20.75,32.75,0.83,8.9,5.4,34.0,0.3,7.68,63.65
DL036,2020-06-22 14:00:00,66.0,23.0,38.25,0.55,8.05,4.72,35.52,0.1,7.65,64.75
DL036,2020-06-22 15:00:00,72.0,23.0,39.25,0.6,8.7,5.08,38.67,0.6,7.12,71.83
DL036,2020-06-22 16:00:00,72.0,22.75,39.0,0.5,8.9,5.1,43.05,0.7,9.15,70.42
DL036,2020-06-22 17:00:00,74.0,22.75,37.25,0.82,8.82,5.38,44.6,1.15,8.65,73.52
DL036,2020-06-22 18:00:00,74.0,25.75,42.75,0.65,11.0,6.4,44.45,0.68,8.98,66.78
DL036,2020-06-22 19:00:00,74.0,27.75,47.5,1.05,18.3,10.57,38.65,0.75,7.45,9.48
DL036,2020-06-22 20:00:00,74.0,29.0,47.0,0.75,23.7,13.23,35.55,0.75,6.8,2.83
DL036,2020-06-22 21:00:00,74.0,35.0,51.25,2.75,28.9,17.6,33.2,0.85,5.17,2.42
DL036,2020-06-22 22:00:00,74.0,36.0,59.5,7.97,37.65,26.52,31.15,1.38,6.53,1.4
DL036,2020-06-22 23:00:00,74.0,42.0,75.0,5.03,34.58,22.47,31.05,1.4,7.62,5.75
DL036,2020-06-23 00:00:00,74.0,49.75,78.75,4.9,28.35,19.05,35.88,1.2,5.45,11.3
DL036,2020-06-23 01:00:00,70.0,47.0,72.0,1.25,21.1,12.2,37.98,1.02,5.0,23.7
DL036,2020-06-23 02:00:00,70.0,48.0,72.0,0.62,12.95,7.4,38.1,1.15,5.9,15.5
DL036,2020-06-23 03:00:00,70.0,37.5,65.5,0.68,9.48,5.6,34.62,0.82,5.38,6.08
DL036,2020-06-23 04:00:00,70.0,24.25,44.75,0.8,9.67,5.83,32.05,0.75,7.15,2.48
DL036,2020-06-23 05:00:00,70.0,23.5,39.25,0.8,9.18,5.52,30.17,0.6,8.15,6.0
DL036,2020-06-23 06:00:00,70.0,20.5,32.75,0.8,10.8,6.42,28.95,0.65,9.0,5.53
DL036,2020-06-23 07:00:00,60.0,23.75,31.5,1.55,12.5,7.9,30.0,0.85,10.82,18.18
DL036,2020-06-23 08:00:00,57.0,21.75,38.0,2.08,12.75,8.48,33.65,0.95,12.1,13.95
DL036,2020-06-23 09:00:00,62.0,27.0,35.25,1.82,12.82,8.3,35.98,1.23,10.88,17.55
DL036,2020-06-23 10:00:00,62.0,27.25,36.75,1.85,12.68,8.25,36.98,1.12,12.5,25.68
DL036,2020-06-23 11:00:00,62.0,27.25,39.25,1.45,11.2,7.1,33.55,0.85,9.18,11.15
DL036,2020-06-23 12:00:00,62.0,25.0,41.25,1.27,10.07,6.4,31.58,1.0,7.25,17.57
DL036,2020-06-23 13:00:00,62.0,26.0,44.25,1.05,10.38,6.38,30.73,1.25,9.45,23.77
DL036,2020-06-23 14:00:00,62.0,25.75,38.5,0.82,9.45,5.68,29.38,0.88,7.4,25.15
DL036,2020-06-23 15:00:00,62.0,12.25,26.0,1.12,9.77,6.12,32.25,0.77,11.3,37.53
DL036,2020-06-23 16:00:00,62.0,3.5,21.25,0.8,11.27,6.62,39.5,0.55,11.8,38.17
DL036,2020-06-23 17:00:00,62.0,11.75,26.25,1.0,11.18,6.77,42.88,0.6,6.47,32.42
DL036,2020-06-23 18:00:00,62.0,16.0,32.5,1.0,12.92,7.7,41.73,0.72,7.25,29.75
DL036,2020-06-23 19:00:00,62.0,20.75,39.0,0.93,15.0,8.72,36.25,0.65,6.48,11.32
DL036,2020-06-23 20:00:00,62.0,17.75,36.75,0.67,16.57,9.38,32.9,0.72,6.3,17.5
DL036,2020-06-23 21:00:00,44.0,22.75,41.75,0.55,15.0,8.47,31.43,0.78,6.35,18.65
DL036,2020-06-23 22:00:00,44.0,32.0,51.25,0.68,12.2,7.0,31.1,0.57,6.08,16.85
DL036,2020-06-23 23:00:00,43.0,34.0,54.5,0.7,10.68,6.25,32.52,0.55,6.35,22.97
DL036,2020-06-24 00:00:00,42.0,30.0,51.0,0.67,10.88,6.33,36.1,0.82,13.5,23.68
DL036,2020-06-24 01:00:00,41.0,27.0,44.0,0.47,9.45,5.43,38.25,0.62,17.75,20.82
DL036,2020-06-24 02:00:00,41.0,29.75,43.5,0.6,10.35,5.97,38.95,0.7,17.43,16.1
DL036,2020-06-24 03:00:00,41.0,36.0,48.25,0.68,10.32,6.05,35.33,0.8,11.32,5.53
DL036,2020-06-24 04:00:00,55.0,31.5,42.5,0.52,10.52,6.03,32.0,1.1,9.15,3.0
DL036,2020-06-24 05:00:00,59.0,35.25,48.75,0.65,8.8,5.22,30.32,1.18,8.93,10.32
DL036,2020-06-24 06:00:00,59.0,29.75,42.0,0.78,10.22,6.07,29.15,1.1,8.47,10.18
DL036,2020-06-24 07:00:00,59.0,19.75,32.5,1.07,10.9,6.7,29.75,1.12,9.75,20.55
DL036,2020-06-24 08:00:00,64.0,20.25,32.0,1.88,13.65,8.78,32.52,1.27,15.45,15.3
DL036,2020-06-24 09:00:00,64.0,25.0,36.5,1.88,12.05,7.95,35.15,0.8,17.32,21.3
DL036,2020-06-24 10:00:00,64.0,28.5,41.25,1.62,12.8,8.18,36.08,0.65,11.75,21.82
DL036,2020-06-24 11:00:00,64.0,31.5,44.5,1.9,14.03,9.05,33.27,0.35,7.9,19.75
DL036,2020-06-24 12:00:00,64.0,35.75,50.0,1.23,15.03,9.0,30.98,0.25,8.35,5.32
DL036,2020-06-24 13:00:00,64.0,27.75,38.0,2.35,15.28,10.05,29.6,0.33,6.82,10.03
DL036,2020-06-24 14:00:00,64.0,7.5,19.75,2.02,12.8,8.45,28.3,0.3,7.65,16.1
DL036,2020-06-24 15:00:00,64.0,12.0,22.75,1.2,11.73,7.25,26.38,0.6,6.72,18.25
DL036,2020-06-24 16:00:00,68.0,15.0,35.25,0.93,12.45,7.4,26.55,1.35,7.15,21.62
DL036,2020-06-24 17:00:00,68.0,24.0,39.0,1.17,13.1,8.0,28.0,1.17,4.47,29.47
DL036,2020-06-24 18:00:00,68.0,24.25,39.25,1.32,14.3,8.67,31.85,1.12,3.65,36.62
DL036,2020-06-24 19:00:00,68.0,27.5,41.25,1.03,21.12,12.05,31.35,1.23,4.6,10.22
DL036,2020-06-24 20:00:00,71.0,35.25,47.5,0.45,28.98,15.78,29.85,1.42,5.2,3.5
DL036,2020-06-24 21:00:00,71.0,34.0,52.5,1.0,22.23,12.62,28.15,1.1,5.72,9.32
DL036,2020-06-24 22:00:00,71.0,28.75,46.75,1.25,25.82,14.75,26.62,0.83,5.65,2.67
DL036,2020-06-24 23:00:00,71.0,29.5,50.75,1.85,25.03,14.8,26.55,0.85,7.85,6.25
DL036,2020-06-25 00:00:00,71.0,24.75,45.75,2.6,21.3,13.48,27.93,0.83,5.05,5.7
DL036,2020-06-25 01:00:00,71.0,24.75,41.75,4.75,18.02,13.48,31.2,0.72,6.0,7.4
DL036,2020-06-25 02:00:00,71.0,26.5,40.5,6.28,13.0,12.03,31.98,0.7,5.88,5.88
DL036,2020-06-25 03:00:00,71.0,25.5,38.75,6.85,13.1,12.57,30.98,0.8,6.07,9.7
DL036,2020-06-25 04:00:00,55.0,27.25,39.0,10.05,12.68,14.93,28.98,0.97,7.25,1.5
DL036,2020-06-25 05:00:00,50.0,28.75,43.25,8.22,10.72,12.45,27.83,1.0,7.0,1.02
DL036,2020-06-25 06:00:00,50.0,32.25,47.25,6.15,11.1,10.92,26.7,1.0,5.82,3.1
DL036,2020-06-25 07:00:00,54.0,33.25,47.5,5.55,12.95,11.43,26.88,1.08,6.65,5.65
DL036,2020-06-25 08:00:00,57.0,27.0,46.25,2.92,15.18,10.45,28.9,1.15,8.0,10.28
DL036,2020-06-25 09:00:00,57.0,31.75,46.25,1.35,11.28,7.1,32.48,0.88,9.18,36.08
DL036,2020-06-25 10:00:00,57.0,28.25,43.0,0.7,8.82,5.28,34.7,0.77,7.83,41.97
DL036,2020-06-25 11:00:00,57.0,28.0,38.75,0.72,7.75,4.72,33.78,0.53,4.72,37.48
DL036,2020-06-25 12:00:00,57.0,24.5,35.75,0.73,7.88,4.77,30.57,0.4,5.1,46.0
DL036,2020-06-25 13:00:00,57.0,21.75,36.75,0.7,7.15,4.4,28.43,0.32,5.78,42.0
DL036,2020-06-25 14:00:00,57.0,19.0,35.25,0.53,7.68,4.53,28.9,0.43,8.12,46.92
DL036,2020-06-25 15:00:00,57.0,24.0,51.0,0.83,7.9,4.88,30.23,0.62,6.8,21.3
DL036,2020-06-25 16:00:00,48.0,26.75,71.75,1.25,16.55,9.82,33.88,0.95,6.15,18.6
DL036,2020-06-25 17:00:00,59.0,18.75,50.75,2.4,22.6,13.97,36.1,1.18,5.25,18.07
