StationId,Datetime,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
DL009,2020-06-26 18:00:00,97.0,35.5,90.0,3.88,13.28,10.23,18.88,0.53,4.78,75.6
DL009,2020-06-26 19:00:00,96.0,39.5,98.25,5.5,19.85,15.0,16.73,0.65,4.22,65.95
DL009,2020-06-26 20:00:00,96.0,39.5,109.0,5.12,28.07,19.1,12.32,0.8,4.2,49.55
DL009,2020-06-26 21:00:00,96.0,44.5,123.0,5.33,32.58,21.68,13.07,0.85,3.4,42.1
DL009,2020-06-26 22:00:00,93.0,46.0,124.5,4.47,24.8,16.85,22.25,0.72,2.45,39.0
DL009,2020-06-26 23:00:00,94.0,44.25,112.75,2.72,24.95,15.47,30.07,0.67,3.07,35.15
DL009,2020-06-27 00:00:00,95.0,39.75,116.0,2.3,24.8,15.05,23.05,0.55,4.28,31.85
DL009,2020-06-27 01:00:00,95.0,41.5,105.5,1.93,19.48,11.88,19.8,0.5,8.07,29.98
DL009,2020-06-27 02:00:00,95.0,37.75,89.0,2.02,17.02,10.7,17.7,0.5,9.43,
DL009,2020-06-27 03:00:00,94.0,30.0,79.25,,,,,,,30.53
DL009,2020-06-27 04:00:00,93.0,28.0,74.75,2.2,21.68,13.35,25.52,0.47,7.7,20.5
DL009,2020-06-27 05:00:00,91.0,31.0,69.5,2.52,20.62,13.03,22.1,0.5,8.78,22.77
DL009,2020-06-27 06:00:00,90.0,31.75,74.25,1.8,17.98,11.02,21.52,0.5,9.23,26.38
DL009,2020-06-27 07:00:00,90.0,35.0,77.25,2.6,16.35,10.83,21.15,0.5,9.43,25.82
DL009,2020-06-27 08:00:00,90.0,37.25,82.25,3.58,15.5,11.15,19.35,0.53,9.65,31.65
DL009,2020-06-27 09:00:00,91.0,34.5,79.25,4.5,16.65,12.52,17.6,0.62,9.95,38.38
DL009,2020-06-27 10:00:00,91.0,31.75,86.5,5.88,13.93,12.18,16.7,0.65,10.12,38.35
DL009,2020-06-27 11:00:00,91.0,31.0,93.5,4.88,15.5,12.22,19.0,0.62,11.88,41.92
DL009,2020-06-27 12:00:00,91.0,40.0,117.5,3.72,12.15,9.5,21.5,0.5,10.8,53.67
DL009,2020-06-27 13:00:00,93.0,42.0,145.75,4.43,10.15,9.0,29.67,0.45,9.6,53.9
DL009,2020-06-27 14:00:00,97.0,47.75,164.0,2.8,9.35,7.25,41.45,0.45,10.95,63.18
DL009,2020-06-27 15:00:00,101.0,47.75,168.0,3.38,10.85,8.53,35.8,0.45,9.48,68.97
DL009,2020-06-27 16:00:00,104.0,50.75,176.5,3.58,10.95,8.77,27.48,0.45,9.92,71.57
DL009,2020-06-27 17:00:00,108.0,53.0,230.25,3.77,11.88,9.43,21.73,0.47,10.02,64.65
DL009,2020-06-27 18:00:00,114.0,,313.25,3.62,15.55,11.28,18.8,0.5,11.32,59.48
DL009,2020-06-27 19:00:00,118.0,,226.25,7.68,28.23,21.27,16.22,0.75,10.38,49.15
DL009,2020-06-27 20:00:00,121.0,,222.5,4.95,28.45,19.18,18.12,0.67,10.62,42.05
DL009,2020-06-27 21:00:00,123.0,,207.25,7.7,43.1,29.2,21.58,0.85,9.3,23.73
DL009,2020-06-27 22:00:00,125.0,,184.25,4.8,32.58,21.25,25.98,0.75,8.78,21.15
DL009,2020-06-27 23:00:00,128.0,,225.5,4.47,30.32,19.78,24.82,0.7,8.27,17.25
DL009,2020-06-28 00:00:00,132.0,,269.0,2.95,30.2,18.48,20.98,0.7,8.68,13.47
DL009,2020-06-28 01:00:00,137.0,,278.0,3.98,28.8,18.58,18.9,0.67,6.03,10.03
DL009,2020-06-28 02:00:00,142.0,,260.5,3.05,26.55,16.58,17.67,0.67,6.02,
DL009,2020-06-28 03:00:00,145.0,57.0,193.5,,,,,,,21.7
DL009,2020-06-28 04:00:00,147.0,55.75,146.0,2.3,18.62,11.8,25.17,0.7,2.38,19.9
DL009,2020-06-28 05:00:00,149.0,52.0,141.0,2.75,21.0,13.35,21.83,0.7,2.48,10.75
DL009,2020-06-28 06:00:00,151.0,,164.75,2.92,21.2,13.7,18.4,0.67,4.08,12.5
DL009,2020-06-28 07:00:00,154.0,56.0,164.75,3.58,21.95,14.55,17.45,0.67,4.22,12.7
DL009,2020-06-28 08:00:00,155.0,53.75,134.0,5.92,22.68,16.88,18.33,0.7,5.12,17.5
DL009,2020-06-28 09:00:00,156.0,44.25,118.25,4.45,13.93,11.02,19.62,0.5,6.5,28.52
DL009,2020-06-28 10:00:00,158.0,38.5,135.75,3.85,13.2,10.15,23.4,0.53,7.12,38.62
DL009,2020-06-28 11:00:00,160.0,49.0,179.25,3.83,11.23,9.07,24.27,0.5,7.42,46.88
DL009,2020-06-28 12:00:00,163.0,56.25,219.5,3.53,9.65,8.0,21.62,0.45,6.93,52.88
DL009,2020-06-28 13:00:00,166.0,51.0,240.5,3.17,9.9,7.82,21.0,0.5,5.5,56.35
DL009,2020-06-28 14:00:00,168.0,,261.75,3.2,8.57,7.2,22.8,0.5,4.58,62.48
DL009,2020-06-28 15:00:00,173.0,,346.75,3.9,10.83,8.97,27.6,0.5,4.38,61.0
DL009,2020-06-28 16:00:00,181.0,,447.25,3.85,12.5,9.77,26.93,0.5,4.8,60.38
DL009,2020-06-28 17:00:00,186.0,,427.75,3.58,11.97,9.28,21.8,0.5,5.2,61.2
DL009,2020-06-28 18:00:00,189.0,,413.25,3.52,16.35,11.57,18.32,0.57,5.6,58.2
DL009,2020-06-28 19:00:00,196.0,,462.25,5.45,27.57,19.12,15.85,0.75,6.47,47.0
DL009,2020-06-28 20:00:00,205.0,,505.5,11.18,37.8,29.25,15.27,1.05,5.65,31.3
DL009,2020-06-28 21:00:00,216.0,,461.25,10.25,41.15,30.27,16.5,1.08,5.0,12.9
DL009,2020-06-28 22:00:00,226.0,,416.5,7.45,34.0,24.15,18.48,0.82,2.58,15.13
DL009,2020-06-28 23:00:00,231.0,,359.75,7.22,40.8,27.6,19.27,0.95,2.3,6.78
DL009,2020-06-29 00:00:00,233.0,,311.0,4.62,41.25,25.7,18.12,0.97,2.98,9.9
DL009,2020-06-29 01:00:00,232.0,,250.75,4.95,39.3,24.93,17.62,0.93,5.4,5.88
DL009,2020-06-29 02:00:00,230.0,,223.75,3.85,36.95,22.77,17.5,0.8,7.08,
DL009,2020-06-29 03:00:00,230.0,,192.75,,,,,,,6.6
DL009,2020-06-29 04:00:00,231.0,42.0,165.5,3.2,27.4,17.18,21.2,0.62,5.4,17.6
DL009,2020-06-29 05:00:00,231.0,41.5,134.25,3.02,23.7,15.07,17.95,0.5,7.62,19.5
DL009,2020-06-29 06:00:00,229.0,38.5,114.0,3.1,19.72,13.03,19.12,0.5,8.52,24.4
DL009,2020-06-29 07:00:00,226.0,33.75,101.5,4.2,16.4,12.12,20.95,0.55,8.93,26.73
DL009,2020-06-29 08:00:00,224.0,32.5,91.0,4.6,16.7,12.65,20.77,0.62,8.38,33.98
DL009,2020-06-29 09:00:00,223.0,29.25,92.0,5.38,15.15,12.43,19.4,0.65,9.1,39.08
DL009,2020-06-29 10:00:00,222.0,25.75,101.5,6.0,16.6,13.73,18.82,0.72,9.38,45.75
DL009,2020-06-29 11:00:00,219.0,33.5,127.5,4.55,15.83,12.1,19.18,0.67,9.75,57.55
DL009,2020-06-29 12:00:00,217.0,45.5,165.75,3.62,15.45,11.2,17.78,0.6,8.75,69.95
DL009,2020-06-29 13:00:00,217.0,59.0,225.25,2.7,14.68,10.0,16.45,0.5,8.52,82.1
DL009,2020-06-29 14:00:00,215.0,,230.0,1.4,13.95,8.57,19.55,0.6,6.65,111.35
DL009,2020-06-29 15:00:00,209.0,56.0,204.25,1.77,14.17,9.0,22.45,0.7,6.53,152.57
DL009,2020-06-29 16:00:00,199.0,56.75,171.75,1.95,14.48,9.28,22.1,0.7,5.28,151.72
DL009,2020-06-29 17:00:00,191.0,58.0,168.25,2.03,14.62,9.43,19.8,0.7,6.08,120.4
DL009,2020-06-29 18:00:00,184.0,54.5,161.75,2.17,15.38,9.98,18.7,0.72,6.4,93.33
DL009,2020-06-29 19:00:00,177.0,42.75,129.75,2.12,9.45,6.75,15.95,0.47,6.17,96.2
DL009,2020-06-29 20:00:00,177.0,13.25,19.25,5.12,32.6,21.53,12.05,0.88,5.95,43.68
DL009,2020-06-29 21:00:00,177.0,16.25,23.25,5.55,26.73,18.73,13.52,0.82,6.08,32.92
DL009,2020-06-29 22:00:00,177.0,15.5,27.75,3.18,27.38,17.15,14.88,0.72,7.0,36.4
DL009,2020-06-29 23:00:00,176.0,20.75,41.75,3.43,37.62,22.82,15.62,0.83,7.22,21.02
DL009,2020-06-30 00:00:00,130.0,22.25,48.0,3.5,30.05,18.85,18.73,0.78,6.17,12.9
DL009,2020-06-30 01:00:00,117.0,21.25,44.0,3.48,30.95,19.27,19.52,0.65,6.08,29.9
DL009,2020-06-30 02:00:00,112.0,25.5,51.25,2.2,19.4,12.15,21.4,0.5,7.07,
DL009,2020-06-30 03:00:00,108.0,27.25,54.25,,,,,,,58.27
DL009,2020-06-30 04:00:00,105.0,27.0,52.0,2.33,24.35,14.82,24.65,0.6,6.47,40.17
DL009,2020-06-30 05:00:00,103.0,24.75,50.5,2.02,18.0,11.2,20.43,0.6,5.03,47.12
DL009,2020-06-30 06:00:00,101.0,27.0,46.5,1.5,13.97,8.7,19.3,0.65,5.47,34.75
DL009,2020-06-30 07:00:00,99.0,27.0,48.5,1.83,11.25,7.48,18.28,0.7,5.28,31.88
DL009,2020-06-30 08:00:00,97.0,26.5,50.0,2.1,11.52,7.85,16.32,0.75,4.88,32.3
DL009,2020-06-30 09:00:00,96.0,27.0,54.0,2.08,12.4,8.3,14.6,0.8,6.67,34.42
DL009,2020-06-30 10:00:00,94.0,30.5,65.0,2.95,12.7,9.12,13.2,0.8,7.43,42.97
DL009,2020-06-30 11:00:00,92.0,25.5,65.0,2.92,14.32,10.03,12.6,0.72,6.47,56.92
DL009,2020-06-30 12:00:00,88.0,32.25,71.5,2.83,13.0,9.2,12.27,0.7,5.97,77.32
DL009,2020-06-30 13:00:00,88.0,31.0,64.75,2.27,9.78,7.08,11.38,0.6,5.53,87.9
DL009,2020-06-30 14:00:00,109.0,33.25,70.0,1.97,10.77,7.35,13.38,0.65,4.5,106.38
DL009,2020-06-30 15:00:00,123.0,32.0,79.0,2.05,11.45,7.75,16.6,0.7,3.55,115.83
DL009,2020-06-30 16:00:00,127.0,34.5,81.75,1.58,11.72,7.5,25.95,0.7,3.55,118.6
DL009,2020-06-30 17:00:00,127.0,32.5,89.5,1.88,11.28,7.53,25.68,0.7,5.7,107.3
DL009,2020-06-30 18:00:00,127.0,32.75,88.25,1.55,14.6,9.02,22.12,0.7,6.2,102.62
DL009,2020-06-30 19:00:00,127.0,37.25,91.0,2.0,16.02,10.12,19.88,0.75,5.53,97.55
DL009,2020-06-30 20:00:00,127.0,35.75,97.5,1.88,18.45,11.35,18.25,0.8,5.23,88.15
DL009,2020-06-30 21:00:00,127.0,39.5,104.5,2.1,19.0,11.82,16.9,0.85,5.33,78.93
DL009,2020-06-30 22:00:00,127.0,46.75,124.5,2.1,21.82,13.3,17.2,0.88,5.15,71.57
DL009,2020-06-30 23:00:00,127.0,54.25,134.5,1.4,20.02,11.78,16.33,0.83,6.0,67.2
DL009,2020-07-01 00:00:00,111.0,51.5,134.25,1.95,27.15,16.02,16.68,0.9,5.3,50.1
DL010,2020-06-24 01:00:00,73.0,28.0,64.25,2.95,13.38,9.53,,0.7,6.65,33.48
DL010,2020-06-24 02:00:00,71.0,26.0,53.75,3.05,14.43,10.15,,0.8,5.17,27.4
DL010,2020-06-24 03:00:00,70.0,30.0,59.25,3.7,13.1,10.0,,0.8,3.8,28.15
DL010,2020-06-24 04:00:00,70.0,28.75,63.75,2.9,19.05,12.47,,0.8,4.3,28.12
DL010,2020-06-24 05:00:00,71.0,27.5,51.5,4.55,21.48,15.12,,0.85,4.15,20.75
DL010,2020-06-24 06:00:00,71.0,31.0,59.75,3.12,10.62,8.22,,0.7,4.8,30.25
DL010,2020-06-24 07:00:00,71.0,18.25,53.0,5.5,12.78,11.3,,0.62,6.8,27.45
DL010,2020-06-24 08:00:00,71.0,17.5,54.5,3.62,17.05,12.0,,0.7,7.05,27.52
DL010,2020-06-24 09:00:00,71.0,22.5,72.5,6.12,16.25,13.62,,0.72,6.8,31.55
DL010,2020-06-24 10:00:00,72.0,25.0,103.0,5.45,16.52,13.25,,0.8,6.53,40.33
DL010,2020-06-24 11:00:00,72.0,28.5,74.0,4.6,14.15,11.27,,0.8,5.08,50.2
DL010,2020-06-24 12:00:00,72.0,31.5,87.25,5.15,19.38,14.47,,0.85,5.05,50.33
DL010,2020-06-24 13:00:00,73.0,31.0,104.5,5.4,17.25,13.57,,0.8,5.58,40.17
DL010,2020-06-24 14:00:00,72.0,13.5,63.5,5.18,12.12,10.67,,0.72,6.52,45.2
DL010,2020-06-24 15:00:00,71.0,9.0,59.25,4.62,16.35,12.47,,0.67,7.6,54.25
DL010,2020-06-24 16:00:00,70.0,18.25,53.5,3.15,15.2,10.68,,0.7,7.5,60.93
DL010,2020-06-24 17:00:00,71.0,21.0,63.25,3.23,15.25,10.75,,0.7,7.47,56.45
DL010,2020-06-24 18:00:00,71.0,27.75,72.75,4.45,23.2,15.98,,0.9,7.42,57.22
DL010,2020-06-24 19:00:00,71.0,29.25,83.75,5.45,26.1,18.3,,1.02,6.7,52.33
DL010,2020-06-24 20:00:00,71.0,28.0,88.25,4.58,24.1,16.52,,1.02,6.65,49.15
DL010,2020-06-24 21:00:00,71.0,30.75,74.25,4.33,24.05,16.32,,0.97,6.88,43.95
DL010,2020-06-24 22:00:00,70.0,27.5,61.5,2.97,20.52,13.35,,0.85,7.55,44.12
DL010,2020-06-24 23:00:00,69.0,22.0,51.5,3.48,22.5,14.8,,0.88,8.58,35.62
DL010,2020-06-25 00:00:00,68.0,28.75,65.25,3.2,25.08,15.95,,0.9,8.4,29.55
DL010,2020-06-25 01:00:00,69.0,30.75,73.25,3.2,23.88,15.33,,0.9,6.17,28.95
DL010,2020-06-25 02:00:00,69.0,29.25,64.75,2.4,22.15,13.75,,0.8,5.28,38.1
DL010,2020-06-25 03:00:00,69.0,27.0,53.25,2.8,18.2,12.0,,0.9,3.8,37.42
DL010,2020-06-25 04:00:00,68.0,28.75,51.5,3.58,22.83,15.05,,0.88,4.17,24.27
DL010,2020-06-25 05:00:00,69.0,30.25,60.5,3.27,19.05,12.8,,0.8,4.07,18.8
DL010,2020-06-25 06:00:00,68.0,17.5,53.25,4.85,30.75,20.33,,0.8,4.88,15.03
DL010,2020-06-25 07:00:00,68.0,15.25,50.75,6.05,25.68,18.55,,0.78,6.35,18.12
DL010,2020-06-25 08:00:00,69.0,22.5,68.5,4.55,17.2,12.82,,0.72,6.5,28.38
DL010,2020-06-25 09:00:00,70.0,24.75,87.25,11.05,18.25,18.73,,0.75,6.48,33.2
DL010,2020-06-25 10:00:00,70.0,25.25,120.75,6.9,17.8,15.1,,0.78,5.97,45.22
DL010,2020-06-25 11:00:00,70.0,19.25,66.5,6.47,17.55,14.6,,0.78,4.55,51.77
DL010,2020-06-25 12:00:00,69.0,17.5,65.25,4.2,16.27,12.1,,0.7,4.32,53.65
DL010,2020-06-25 13:00:00,67.0,16.0,59.75,3.68,17.2,12.15,,0.8,4.67,46.77
DL010,2020-06-25 14:00:00,68.0,13.75,72.0,4.18,15.2,11.47,,0.83,5.23,45.67
DL010,2020-06-25 15:00:00,69.0,13.0,84.0,3.6,12.4,9.5,,0.72,7.08,46.35
DL010,2020-06-25 16:00:00,70.0,13.0,84.0,3.85,15.82,11.55,2.3,0.8,7.95,45.08
DL010,2020-06-25 17:00:00,71.0,23.0,95.0,5.67,22.8,16.8,2.73,0.88,7.38,39.88
DL010,2020-06-25 18:00:00,72.0,22.75,93.75,,,,,,,57.6
DL010,2020-06-25 19:00:00,72.0,23.25,92.75,7.88,36.0,25.57,15.52,1.05,5.45,64.65
DL010,2020-06-25 20:00:00,73.0,27.0,99.5,6.32,33.7,23.1,14.68,1.12,2.7,49.35
DL010,2020-06-25 21:00:00,74.0,28.0,101.75,4.55,41.73,25.88,5.75,1.23,3.95,44.92
DL010,2020-06-25 22:00:00,76.0,32.75,119.0,3.4,33.47,20.57,8.72,1.27,4.18,38.55
DL010,2020-06-25 23:00:00,79.0,39.0,106.5,3.08,32.48,19.8,11.72,1.02,5.08,29.48
DL010,2020-06-26 00:00:00,80.0,42.75,96.75,3.85,43.3,26.15,11.6,1.2,4.88,22.93
DL010,2020-06-26 01:00:00,81.0,45.5,99.0,4.12,28.45,18.48,11.5,1.12,5.8,32.85
DL010,2020-06-26 02:00:00,84.0,49.5,134.25,3.4,36.77,22.3,11.48,1.2,5.6,20.7
DL010,2020-06-26 03:00:00,90.0,63.5,209.5,4.6,35.5,22.6,17.1,1.2,4.4,19.48
DL010,2020-06-26 04:00:00,93.0,86.0,120.75,3.05,35.3,21.27,17.65,1.2,4.92,21.4
DL010,2020-06-26 05:00:00,96.0,88.0,133.0,2.93,33.45,20.15,19.93,1.2,5.08,20.73
DL010,2020-06-26 06:00:00,100.0,82.25,144.75,5.8,39.03,25.5,19.52,1.2,5.38,14.07
DL010,2020-06-26 07:00:00,103.0,74.25,146.75,8.05,41.17,28.45,18.82,1.15,5.47,11.03
DL010,2020-06-26 08:00:00,105.0,73.25,150.25,9.45,32.4,24.95,17.3,1.08,4.6,18.35
DL010,2020-06-26 09:00:00,107.0,68.5,159.0,8.02,36.9,26.15,14.6,1.1,4.75,37.95
DL010,2020-06-26 10:00:00,110.0,66.5,211.75,8.08,27.7,21.3,14.67,1.0,4.65,62.12
DL010,2020-06-26 11:00:00,113.0,55.0,182.25,9.08,26.8,21.65,13.7,0.95,4.53,60.43
DL010,2020-06-26 12:00:00,117.0,43.0,202.25,6.23,17.18,14.25,14.82,0.62,3.93,43.75
DL010,2020-06-26 13:00:00,117.0,17.75,91.0,5.38,20.62,15.35,16.95,0.67,5.15,55.02
DL010,2020-06-26 14:00:00,118.0,20.5,88.75,5.4,17.85,13.92,17.05,0.6,5.62,58.12
DL010,2020-06-26 15:00:00,118.0,15.25,70.25,5.05,18.25,13.85,16.32,0.57,7.03,54.25
DL010,2020-06-26 16:00:00,118.0,21.25,88.25,5.03,14.35,11.72,15.03,0.57,5.88,60.52
DL010,2020-06-26 17:00:00,118.0,21.25,92.75,4.98,13.52,11.25,15.28,0.65,5.97,60.83
DL010,2020-06-26 18:00:00,118.0,28.0,115.75,7.88,21.32,17.82,17.4,0.75,6.6,53.52
DL010,2020-06-26 19:00:00,119.0,29.5,130.75,7.67,23.52,18.75,14.25,0.83,6.02,43.58
DL010,2020-06-26 20:00:00,121.0,32.5,154.25,10.93,34.2,27.12,12.95,1.1,5.78,34.4
DL010,2020-06-26 21:00:00,123.0,30.75,167.75,11.88,41.02,31.52,13.82,1.2,5.7,23.52
DL010,2020-06-26 22:00:00,124.0,37.0,167.75,4.75,25.02,17.17,15.1,0.93,5.95,28.88
DL010,2020-06-26 23:00:00,125.0,32.75,132.25,7.52,31.48,22.93,17.35,0.85,7.25,24.88
DL010,2020-06-27 00:00:00,125.0,34.75,123.25,2.77,21.8,13.85,19.35,0.8,6.88,26.73
DL010,2020-06-27 01:00:00,126.0,26.25,108.75,3.45,23.93,15.55,17.73,0.8,5.78,21.25
DL010,2020-06-27 02:00:00,125.0,30.0,93.0,5.32,35.55,23.25,15.43,0.75,5.45,11.2
DL010,2020-06-27 03:00:00,121.0,30.75,72.25,2.4,24.2,14.9,15.0,0.7,4.1,18.67
DL010,2020-06-27 04:00:00,119.0,33.0,66.0,4.33,28.1,18.48,15.3,0.7,4.53,11.88
DL010,2020-06-27 05:00:00,118.0,31.75,73.75,3.58,21.73,14.47,15.72,0.65,4.67,15.6
DL010,2020-06-27 06:00:00,116.0,26.0,83.0,4.4,22.35,15.47,15.75,0.7,4.8,19.77
DL010,2020-06-27 07:00:00,115.0,21.0,107.5,14.9,24.15,24.98,18.6,0.78,5.35,16.02
DL010,2020-06-27 08:00:00,115.0,25.75,145.0,12.38,25.33,23.58,18.82,0.8,4.78,19.75
DL010,2020-06-27 09:00:00,114.0,29.5,143.25,12.4,24.07,23.05,18.2,0.85,4.6,22.7
DL010,2020-06-27 10:00:00,112.0,29.0,141.25,9.6,18.93,17.9,15.48,0.78,4.08,24.8
DL010,2020-06-27 11:00:00,112.0,33.25,159.5,6.85,15.25,13.68,13.12,0.62,3.62,32.03
DL010,2020-06-27 12:00:00,112.0,34.5,211.0,6.1,15.15,13.05,13.82,0.55,3.4,34.12
DL010,2020-06-27 13:00:00,117.0,35.75,272.5,4.15,11.8,9.68,13.9,0.6,5.5,40.5
DL010,2020-06-27 14:00:00,121.0,32.25,228.0,5.15,14.32,11.85,16.68,0.62,5.32,43.7
DL010,2020-06-27 15:00:00,125.0,25.5,237.75,4.55,18.65,13.68,17.53,0.62,7.25,48.0
DL010,2020-06-27 16:00:00,130.0,32.25,256.75,3.92,10.45,8.72,17.55,0.6,6.8,51.2
DL010,2020-06-27 17:00:00,137.0,39.75,331.75,7.12,14.65,13.62,15.77,0.65,6.9,45.12
DL010,2020-06-27 18:00:00,140.0,42.75,232.75,5.75,18.32,14.4,14.23,0.7,6.47,42.25
DL010,2020-06-27 19:00:00,142.0,45.5,204.5,24.1,35.58,38.6,11.05,0.85,5.8,28.23
DL010,2020-06-27 20:00:00,144.0,44.25,213.0,15.2,40.45,33.85,12.4,1.05,5.78,20.57
DL010,2020-06-27 21:00:00,145.0,40.5,199.25,20.45,42.27,39.15,14.22,0.98,5.88,11.75
DL010,2020-06-27 22:00:00,146.0,45.25,230.75,9.7,37.85,28.05,15.32,0.93,8.07,11.4
DL010,2020-06-27 23:00:00,149.0,45.75,238.75,6.03,38.73,25.55,15.55,0.8,11.3,11.28
DL010,2020-06-28 00:00:00,153.0,45.5,271.5,5.03,38.52,24.6,17.07,0.8,8.05,9.75
DL010,2020-06-28 01:00:00,159.0,47.75,322.75,6.4,41.62,27.4,16.45,0.8,6.7,5.4
DL010,2020-06-28 02:00:00,166.0,51.5,339.75,8.35,42.43,29.35,14.95,0.8,5.7,8.9
DL010,2020-06-28 03:00:00,174.0,60.0,348.0,11.7,47.4,34.7,14.6,0.8,4.6,5.55
DL010,2020-06-28 04:00:00,181.0,61.25,341.5,6.47,43.75,28.55,14.88,0.8,4.97,4.7
DL010,2020-06-28 05:00:00,188.0,53.5,317.0,14.48,41.95,34.1,14.45,0.8,5.03,4.33
DL010,2020-06-28 06:00:00,194.0,54.25,306.75,13.02,39.33,31.5,14.9,0.88,5.07,5.42
DL010,2020-06-28 07:00:00,200.0,49.25,296.25,11.42,30.65,25.6,14.95,0.75,6.67,8.4
DL010,2020-06-28 08:00:00,202.0,38.0,204.75,12.28,23.78,22.65,17.25,0.78,6.03,11.35
DL010,2020-06-28 09:00:00,203.0,28.5,156.25,15.07,21.5,23.72,16.02,0.72,6.07,14.93
DL010,2020-06-28 10:00:00,205.0,27.75,193.0,7.65,11.95,12.58,14.65,0.65,5.85,23.82
DL010,2020-06-28 11:00:00,210.0,31.25,286.25,7.15,11.85,12.12,13.35,0.57,4.78,31.98
DL010,2020-06-28 12:00:00,214.0,34.0,306.25,4.88,11.75,10.2,13.8,0.6,4.88,35.3
DL010,2020-06-28 13:00:00,214.0,32.25,270.0,4.75,11.03,9.73,14.15,0.6,4.78,38.3
DL010,2020-06-28 14:00:00,219.0,38.25,361.25,5.5,12.88,11.3,14.7,0.6,4.6,38.65
DL010,2020-06-28 15:00:00,231.0,47.75,518.5,4.75,13.32,11.0,15.43,0.6,6.07,37.5
DL010,2020-06-28 16:00:00,243.0,54.5,530.5,3.7,13.5,10.22,15.62,0.6,6.43,40.38
DL010,2020-06-28 17:00:00,249.0,52.75,487.75,10.2,19.7,18.85,13.47,0.6,6.22,38.12
DL010,2020-06-28 18:00:00,261.0,62.5,522.25,5.1,16.77,13.05,13.47,0.62,6.12,39.58
DL010,2020-06-28 19:00:00,276.0,68.25,570.25,8.55,18.0,16.55,10.77,0.65,5.68,37.08
DL010,2020-06-28 20:00:00,291.0,72.75,574.25,9.12,35.67,26.43,12.57,0.88,5.47,22.15
DL010,2020-06-28 21:00:00,307.0,74.25,531.75,30.32,55.72,54.38,13.5,1.35,4.97,5.0
DL010,2020-06-28 22:00:00,320.0,70.75,488.75,14.0,47.4,36.62,14.07,1.27,4.95,5.15
DL010,2020-06-28 23:00:00,329.0,64.75,410.0,9.62,36.65,27.35,15.15,0.98,6.7,6.95
DL010,2020-06-29 00:00:00,333.0,56.75,347.5,15.25,38.17,32.75,16.73,0.88,6.8,4.62
DL010,2020-06-29 01:00:00,331.0,50.5,282.0,4.32,26.05,17.42,16.57,0.8,5.98,11.4
DL010,2020-06-29 02:00:00,325.0,47.25,236.75,13.03,38.38,31.02,15.45,0.85,5.5,5.6
DL010,2020-06-29 03:00:00,318.0,43.75,208.5,1.6,16.6,10.1,13.2,0.5,4.6,12.95
DL010,2020-06-29 04:00:00,309.0,37.5,168.25,2.9,12.78,9.18,13.65,0.5,4.6,22.17
DL010,2020-06-29 05:00:00,300.0,27.5,131.0,3.65,14.15,10.47,14.43,0.5,4.62,17.93
DL010,2020-06-29 06:00:00,292.0,20.5,120.75,6.85,21.93,17.27,14.88,0.62,4.72,10.95
DL010,2020-06-29 07:00:00,285.0,24.0,123.0,24.3,29.5,35.5,16.18,0.83,6.75,7.25
DL010,2020-06-29 08:00:00,283.0,32.5,165.5,20.3,29.15,32.1,18.12,0.8,6.42,11.52
DL010,2020-06-29 09:00:00,283.0,36.75,159.0,13.58,20.7,22.05,15.22,0.72,6.4,20.02
DL010,2020-06-29 10:00:00,282.0,25.75,164.25,10.15,15.53,16.52,14.35,0.75,6.28,25.95
DL010,2020-06-29 11:00:00,277.0,25.25,181.0,6.83,14.28,13.15,12.93,0.67,5.42,34.08
DL010,2020-06-29 12:00:00,274.0,36.75,221.75,5.25,15.85,12.72,13.3,0.62,5.15,42.25
DL010,2020-06-29 13:00:00,274.0,43.0,263.0,4.38,14.85,11.45,13.43,0.67,5.07,46.58
DL010,2020-06-29 14:00:00,271.0,47.25,300.25,3.83,10.65,8.8,14.1,0.6,5.25,48.95
DL010,2020-06-29 15:00:00,263.0,46.0,325.0,5.88,17.9,14.3,13.07,0.75,6.45,63.4
DL010,2020-06-29 16:00:00,253.0,42.75,297.25,5.32,20.25,15.07,16.67,0.83,6.88,83.33
DL010,2020-06-29 17:00:00,244.0,48.5,263.25,3.83,17.62,12.47,16.95,0.85,7.07,89.22
DL010,2020-06-29 18:00:00,233.0,50.5,249.0,4.1,15.17,11.45,16.43,0.85,7.3,79.75
DL010,2020-06-29 19:00:00,232.0,46.75,548.0,4.35,14.53,11.27,9.23,0.57,5.28,79.62
DL010,2020-06-29 20:00:00,226.0,29.0,434.0,9.1,38.33,27.8,10.35,0.82,5.28,55.8
DL010,2020-06-29 21:00:00,207.0,21.75,90.5,15.92,50.27,39.7,10.12,0.9,5.58,37.8
DL010,2020-06-29 22:00:00,194.0,18.5,84.25,3.3,28.95,18.1,12.15,0.75,5.58,50.52
DL010,2020-06-29 23:00:00,184.0,18.5,76.75,3.03,18.23,12.15,13.45,0.65,6.28,55.92
DL010,2020-06-30 00:00:00,177.0,16.25,71.25,2.95,22.12,14.15,14.1,0.65,6.05,55.12
DL010,2020-06-30 01:00:00,171.0,16.5,75.75,3.05,22.78,14.62,14.3,0.7,5.72,46.17
DL010,2020-06-30 02:00:00,167.0,24.75,78.0,3.17,25.23,16.02,14.22,0.75,5.82,42.8
